1,0,0,0,0,0,0,0,0,0,0,0
2,0,450,0,0,0,0,0,0,0,0,0
3,0,480,0,0,0,0,0,0,0,0,0
4,0,510,0,0,0,0,0,0,0,0,0
5,0,540,0,0,0,0,0,0,0,0,0
6,0,570,0,0,0,0,0,0,0,0,0
7,0,600,0,0,0,0,0,0,0,0,0
8,0,630,0,0,0,0,0,0,0,0,0
9,0,660,0,0,0,0,0,0,0,0,0
10,0,690,0,0,0,0,0,0,0,0,0
11,0,720,0,0,0,0,0,0,0,0,0
12,0,750,0,0,0,0,0,0,0,0,0
13,0,780,0,0,0,0,0,0,0,0,0
14,0,810,0,0,0,0,0,0,0,0,0
15,0,840,0,0,0,0,0,0,0,0,0
16,0,870,0,0,0,0,0,0,0,0,0
17,0,900,0,0,0,0,0,0,0,0,0
18,0,930,0,0,0,0,0,0,0,0,0
19,0,960,0,0,0,0,0,0,0,0,0
20,0,990,0,0,0,0,0,0,0,0,0
